id,language,resource_level,proverb_native,proverb_en,fig_or_literal,mk_theme,proverb_type,prescriptive_or_descriptive,structural_pattern,crosslingual_type_id,source_dataset,source_url,license,human_machine_labelled
gutenberg_02269,it,high,"Non ischerzar coll’orso, se non vuoi esser morso",Don’t play with the bear if you don’t want to be bit.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02270,it,high,Non lasciar chiodo che non si ributti,Leave no nail unclenched.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02271,it,high,Non mi dir oliva prima che mi vedi colta,Call me not olive before you see me gathered.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02272,it,high,Non mi punse mai scorpione che io non mi medicassi col suo olio,A scorpion never stung me but I cured myself with its grease.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02273,it,high,Non mordere se non sai se è pietra o pane,Don’t bite till you know whether it is bread or a stone.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02274,it,high,"Non mostrar mai nè il fondo della tua borsa, nè del tuo animo",Never let the bottom of your purse or of your mind be seen.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02275,it,high,Non ogni fiore fa buon odore,It is not every flower that smells sweet.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02276,it,high,Non ogni giorno è festa,Every day is not a holiday.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02277,it,high,Non ogni parola vuol risposta,Not every word requires an answer.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02278,it,high,Non pensa il cor tutto quel che dice la bocca,The heart does not think all the mouth says.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02279,it,high,Non pianse mai uno che non ridesse un altro,One never wept but another laughed.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02280,it,high,Non puoi mal fare a nave rotta,You cannot damage a wrecked ship.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02281,it,high,Non può uscir del sacco se non quel che ci è,Nothing can come out of a sack but what is in it.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02282,it,high,Non resta mai carne in beccheria per trista ch’ella sia,No meat ever remains in the shambles however bad it may be.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02283,it,high,Non ricordare la croce al diavolo,Don’t mention the cross to the devil.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02284,it,high,Non ricordar il capestro in casa dell’impiccato,Never speak of a rope in the house of one who was hanged.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02285,it,high,Non ride sempre la moglie del ladro,The thief’s wife does not always laugh.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02286,it,high,Non scortica la lingua il parlar dolce,Smooth words do not flay the tongue.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02287,it,high,Non si crede al santo se non fa miracoli,The saint has no believers unless he works miracles.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02288,it,high,Non si deve far male per trarne bene,Never do evil that good may come of it.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02289,it,high,Non si dice mai tanto una cosa che non sia qualche cosa,A thing is never much talked of but there is some truth in it.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02290,it,high,Non si fa mantello per un’acqua sola,A cloak is not made for a single shower of rain.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02291,it,high,Non si offende mai cane gettandogli le ossa,A dog is never offended at being pelted with bones.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02292,it,high,Non si può ad un tempo bere e fischiare,One cannot drink and whistle at the same time.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02293,it,high,Non si può cavar sangue dalla rapa,You cannot draw blood from a turnip.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02294,it,high,Non si può entrare in Paradiso a dispetto de’santi,One can’t enter Paradise in spite of the saints.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02295,it,high,Non si può far andar un molino a vento co’ mantici,There’s no turning a windmill with a pair of bellows.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02296,it,high,Non si serra mai una porta che non se n’apra un’altra,One door never shuts but another opens.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02297,it,high,Non si va in Paradiso in carrozza,There’s no getting to heaven in a coach.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02298,it,high,Non si vorria esser solo in Paradiso,One would not be alone in Paradise.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02299,it,high,Non son tutti santi quelli che vanno in chiesa,All are not saints who go to church.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02300,it,high,Non svegliare il can che dorme,Wake not a sleeping dog.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02301,it,high,Non ti metter in dito anello troppo stretto,Don’t put too tight a ring on your finger.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02302,it,high,Non tuona mai che non piova,It never thunders but it rains.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02303,it,high,Non tutte le pecore sono per il lupo,All the sheep are not for the wolf.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02304,it,high,Non tutti dormono quelli che hanno serrati gli occhi,Not all are asleep who have their eyes shut.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02305,it,high,"Non v’è barba al mondo così ben rasa, che un altro barbier non ci trovi da radere",There is no beard so well shaven but another barber will find something more to shave from it.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02306,it,high,Non vender la pelle dell’orso prima di pigliarlo,Don’t sell the bearskin before you have caught the bear.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02307,it,high,Non v’è peggior burla della vera,There’s no worse joke than a true one.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02308,it,high,Non v’è peggior ladro d’un cattivo libro,There is no worse thief than a bad book.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02309,it,high,Non v’è rosa senza spina,No rose without a thorn.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02310,it,high,Non v’è sì tristo cane che non meni la coda,"There is no dog, be he ever so wicked, but wags his tail.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02311,it,high,Non vi è abbastanza se niente avanza,There is never enough where nought is left.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02312,it,high,Non vien dì che non venga sera,No day but has its evening.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02313,it,high,Novella trista arriva presto,Ill news comes apace.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02314,it,high,"Nulla nuova, buona nuova",No news is good news.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02315,it,high,Nuova rete non piglia uccello vecchio,Old birds are not caught with new nets.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02316,it,high,"O bene o male, tutti dobbiamo vivere",Good or bad we must all live.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02317,it,high,"Occhio che non vede, cuor che non duole",What the eye sees not the heart rues not.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02318,it,high,"Odi l’altra parte, e credi poco","Hear the other side, and believe little.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02319,it,high,Odio ricominciato è peggio che prima,Hatred renewed is worse than at first.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02320,it,high,"Odi, vedi, e taci, se vuoi viver in pace","Hear, see, and say nothing, if you would live in peace.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02321,it,high,Offerir molto è spezie di negare,Extravagant offers are a kind of denial.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02322,it,high,Ogni acqua estingue il fuoco,Any water will put out fire.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02323,it,high,Ogni acqua va al mare,All water runs to the sea.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02324,it,high,Ogni bottega ha la sua malizia,Every shop has its trick.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02325,it,high,Ogni cane è leone a casa sua,Every dog is a lion at home.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02326,it,high,Ogni cosa è d’ogni anno,Everything is of every year.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02327,it,high,Ogni cosa ha cagione,There is a cause for all things.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02328,it,high,Ogni cosa serve a qualche cosa,Everything is good for something.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02329,it,high,Ogni cosa si sopporta eccetto il buon tempo,Everything may be borne except good fortune.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02330,it,high,Ogni cosa vuol principio,Everything must have a beginning.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02331,it,high,Ogni dieci anni un uomo ha bisogno dell’altro,Every ten years one man has need of another.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02332,it,high,Ogni dì non è festa,Every day is not a holiday.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02333,it,high,Ogni disuguaglianza amore agguaglia,Love levels all inequalities.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02334,it,high,Ogni dì vien sera,Every day has its night.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02335,it,high,Ogni lucciola non è fuoco,Every glowworm is not a fire.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02336,it,high,Ogni medaglia ha il suo rovescio,Every medal has its reverse.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02337,it,high,Ogni monte ha la sua valle,Every hill has its valley.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02338,it,high,"Ogni nave fa acqua: quale a mezzo, quale a proda, e quale in sentina","All ships leak: some amidships, some in the bows, some in the hold.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02339,it,high,Ogni pazzo è savio quando tace,Every fool is wise when he holds his tongue.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02340,it,high,Ogni pazzo vuol dar consiglio,Every fool wants to give advice.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02341,it,high,"Ogni pignattaro loda la sua pignatta, e più quella che tiene rotta","Every potter praises his pot, and most of all the one that is cracked.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02342,it,high,Ogni promessa è debito,Every promise is a debt.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02343,it,high,Ogni rosa ha la sua spina,Every rose has its thorn.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02344,it,high,Ogni scusa è buona pur che vaglia,Any excuse is good if it hold good.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02345,it,high,Ogni tua guisa non sappia la tua camicia,Let not your shirt know all your thoughts.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02346,it,high,Ogni uomo ha buona moglie e cattiva arte,Every man has a good wife and a bad trade.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02347,it,high,Ogni vento non scuote il noce,Every wind does not shake down the nut.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02348,it,high,Ogni vero non è buono a dire,Every truth is not good to be told.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02349,it,high,Ogni vite vuole il suo palo,Every vine must have its stake.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02350,it,high,Ogni volpe abbia cura della sua coda,Let every fox take care of his own tail.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02351,it,high,Ognun biasima il suo mestiere,Every one finds fault with his own trade.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02352,it,high,"Ognun crede di aver più cervello che non ha, e meno quattrini","Every one gives himself credit for more brains than he has, and less money.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
